sale_id,date_key,outlet_id,item_id,customer_id,quantity,revenue,avg_rating,discount_pct
1951,20230218,2,4,103,6,2567.1,1.04,14.88
1952,20230218,1,17,95,2,660.26,2.4,18.94
1953,20230218,6,18,64,9,2799.09,3.46,9.63
1954,20230218,5,23,137,4,1132.32,3.06,1.92
1955,20230218,2,23,25,6,1698.48,4.73,5.02
1956,20230218,6,13,37,3,439.2,2.91,26.78
1957,20230218,3,25,100,2,349.62,2.51,28.17
1958,20230218,4,21,10,2,365.32,2.46,14.94
1959,20230218,8,22,67,8,1130.72,2.76,2.15
1960,20230218,10,27,181,4,453.84,3.04,8.07
1961,20230218,1,26,125,8,1818.56,1.68,8.44
1962,20230218,2,29,190,2,434.8,3.64,11.02
1963,20230218,5,10,70,4,333.44,3.9,19.33
1964,20230218,10,15,19,7,2849.56,2.26,7.21
1965,20230218,4,16,147,4,225.24,1.08,15.07
1966,20230218,2,25,79,4,699.24,3.35,1.26
1967,20230218,7,21,56,5,913.3,3.49,8.36
1968,20230218,9,30,176,1,364.18,3.76,1.97
1969,20230218,9,4,25,1,427.85,3.1,9.06
1970,20230218,5,3,20,8,3229.28,1.09,26.98
1971,20230218,3,7,100,8,97.44,1.68,13.06
1972,20230218,1,7,193,6,73.08,4.05,29.95
1973,20230218,7,15,27,1,407.08,1.7,7.54
1974,20230218,4,24,40,7,2968.0,1.54,13.82
1975,20230218,10,6,144,8,1225.12,4.83,13.92
1976,20230218,10,19,161,4,363.8,3.72,18.98
1977,20230218,7,14,107,9,794.88,2.58,25.94
1978,20230218,9,5,87,4,1899.52,1.45,16.25
1979,20230218,10,14,1,7,618.24,4.7,1.19
1980,20230218,3,2,40,4,1099.56,4.79,16.17
1981,20230218,9,9,149,7,2341.36,2.58,4.35
1982,20230218,10,7,152,7,85.26,4.93,12.02
1983,20230218,10,10,88,6,500.16,4.29,4.59
1984,20230218,9,26,125,5,1136.6,2.64,5.04
1985,20230218,3,13,158,2,292.8,3.32,10.96
1986,20230218,10,14,89,7,618.24,2.09,20.39
1987,20230218,3,12,25,3,647.43,2.53,11.68
1988,20230218,2,17,143,8,2641.04,4.04,23.43
1989,20230218,9,23,67,3,849.24,4.77,11.66
1990,20230218,3,2,52,3,824.67,4.38,1.31
1991,20230218,9,9,51,1,334.48,2.13,1.86
1992,20230219,8,23,106,9,2547.72,4.8,6.74
1993,20230219,8,22,131,7,989.38,3.74,1.78
1994,20230219,7,5,10,8,3799.04,4.89,17.4
1995,20230219,8,28,98,2,700.52,1.51,6.13
1996,20230219,2,28,64,5,1751.3,1.2,29.62
1997,20230219,5,16,148,1,56.31,3.36,28.6
1998,20230219,1,15,144,4,1628.32,3.57,3.81
1999,20230219,8,3,79,6,2421.96,2.66,23.43
2000,20230219,6,23,81,5,1415.4,3.18,12.82
2001,20230219,5,18,157,3,933.03,3.33,20.34
2002,20230219,10,17,45,1,330.13,1.82,18.0
2003,20230219,1,18,120,2,622.02,3.18,2.79
2004,20230219,3,11,99,5,1970.65,3.41,23.1
2005,20230219,6,14,101,9,794.88,1.52,18.57
2006,20230219,3,21,37,5,913.3,4.73,2.51
2007,20230219,7,20,13,2,793.7,4.17,22.95
2008,20230219,8,16,23,7,394.17,1.78,25.42
2009,20230219,9,30,114,6,2185.08,2.07,22.79
2010,20230219,6,1,165,9,238.68,2.87,17.84
2011,20230219,5,17,77,2,660.26,4.11,11.87
2012,20230219,10,18,95,6,1866.06,2.1,17.7
2013,20230219,9,24,3,6,2544.0,1.85,0.55
2014,20230219,10,14,98,9,794.88,2.58,22.98
2015,20230219,4,19,190,2,181.9,3.82,19.8
2016,20230219,6,5,95,1,474.88,1.81,18.99
2017,20230219,3,6,96,5,765.7,3.23,22.97
2018,20230219,10,18,101,2,622.02,4.55,14.46
2019,20230219,1,14,108,7,618.24,3.58,24.8
2020,20230219,10,9,148,7,2341.36,1.33,18.49
2021,20230219,4,16,83,2,112.62,4.64,11.83
2022,20230219,8,8,2,4,80.96,3.49,18.22
2023,20230219,3,19,159,4,363.8,1.73,23.97
2024,20230219,5,7,130,7,85.26,4.72,13.04
2025,20230219,5,3,50,2,807.32,2.87,19.1
2026,20230219,10,10,8,9,750.24,3.23,14.09
2027,20230219,7,13,58,6,878.4,4.89,12.69
2028,20230219,7,1,14,4,106.08,1.57,27.34
2029,20230219,7,28,200,3,1050.78,4.78,13.17
2030,20230219,6,24,172,2,848.0,1.26,12.12
2031,20230219,9,15,1,9,3663.72,4.36,6.82
2032,20230219,5,20,108,6,2381.1,3.48,26.54
2033,20230219,6,1,42,1,26.52,1.19,27.25
2034,20230219,2,26,158,2,454.64,4.28,4.44
2035,20230219,3,6,44,2,306.28,3.03,7.79
2036,20230219,4,14,141,6,529.92,3.71,20.18
2037,20230219,1,15,92,8,3256.64,4.49,2.7
2038,20230219,7,22,173,2,282.68,1.54,9.86
2039,20230219,4,30,141,5,1820.9,4.74,10.75
2040,20230219,10,21,97,7,1278.62,2.94,4.09
2041,20230219,7,16,182,1,56.31,3.45,11.29
2042,20230219,2,5,198,1,474.88,3.2,29.22
2043,20230219,5,18,68,2,622.02,3.04,16.6
2044,20230219,10,18,141,4,1244.04,2.18,26.6
2045,20230219,9,6,5,7,1071.98,1.87,22.76
2046,20230219,7,23,100,5,1415.4,2.67,28.73
2047,20230219,7,12,71,7,1510.67,3.42,5.92
2048,20230219,10,29,61,3,652.2,2.86,18.01
2049,20230219,3,24,160,9,3816.0,3.11,3.4
2050,20230220,2,29,87,7,1521.8,1.22,4.99
2051,20230220,1,6,152,5,765.7,2.94,7.54
2052,20230220,1,12,123,5,1079.05,4.69,28.21
2053,20230220,8,9,144,8,2675.84,4.76,4.61
2054,20230220,10,22,158,6,848.04,2.69,15.55
2055,20230220,2,7,122,4,48.72,4.58,12.56
2056,20230220,4,16,52,8,450.48,3.7,2.23
2057,20230220,1,8,178,2,40.48,1.94,29.75
2058,20230220,1,17,155,1,330.13,2.48,21.57
2059,20230220,6,12,178,2,431.62,3.69,29.69
2060,20230220,2,1,157,3,79.56,4.23,12.15
2061,20230220,8,13,198,6,878.4,2.99,18.48
2062,20230220,2,14,116,3,264.96,3.58,27.41
2063,20230220,2,11,74,3,1182.39,4.05,6.17
2064,20230220,9,28,84,4,1401.04,2.85,26.56
2065,20230220,5,5,97,1,474.88,2.2,11.41
2066,20230220,4,11,137,9,3547.17,1.08,22.17
2067,20230220,2,14,49,7,618.24,1.78,26.87
2068,20230220,6,17,70,5,1650.65,4.12,10.32
2069,20230220,2,25,43,2,349.62,2.36,14.13
2070,20230220,3,14,168,4,353.28,4.18,11.23
2071,20230220,9,23,132,4,1132.32,1.18,11.06
2072,20230220,2,17,198,4,1320.52,3.1,13.07
2073,20230220,7,3,131,5,2018.3,2.53,12.7
2074,20230220,4,9,31,8,2675.84,3.33,17.94
2075,20230220,3,25,40,8,1398.48,4.22,6.87
2076,20230220,2,30,151,4,1456.72,4.18,19.1
2077,20230220,8,19,137,9,818.55,2.77,12.98
2078,20230220,9,30,141,4,1456.72,1.23,15.13
2079,20230220,5,27,75,8,907.68,3.85,8.89
2080,20230220,7,12,130,4,863.24,4.07,11.4
2081,20230220,1,27,167,9,1021.14,4.36,4.46
2082,20230220,6,16,154,3,168.93,1.27,5.15
2083,20230220,1,28,2,2,700.52,1.73,6.8
2084,20230220,5,15,76,4,1628.32,1.17,21.23
2085,20230220,3,17,95,7,2310.91,1.73,20.92
2086,20230220,2,1,13,3,79.56,2.22,0.85
2087,20230220,1,15,25,8,3256.64,4.91,24.18
2088,20230220,4,29,68,4,869.6,4.65,24.41
2089,20230220,3,23,3,2,566.16,4.63,5.41
2090,20230220,5,5,156,9,4273.92,3.06,3.95
2091,20230220,5,30,71,2,728.36,2.83,13.43
2092,20230220,6,20,88,6,2381.1,1.17,5.76
2093,20230220,3,19,157,9,818.55,4.32,28.0
2094,20230220,2,9,155,1,334.48,2.99,23.48
2095,20230220,4,17,7,7,2310.91,4.27,11.32
2096,20230220,3,8,154,9,182.16,4.35,18.36
2097,20230220,6,10,8,3,250.08,4.12,18.51
2098,20230220,7,23,146,6,1698.48,4.15,22.37
2099,20230220,6,12,51,4,863.24,4.29,0.3
2100,20230220,8,12,49,7,1510.67,3.32,16.68
2101,20230220,10,1,46,6,159.12,3.38,22.17
2102,20230220,2,28,111,4,1401.04,4.89,26.94
2103,20230221,10,5,85,3,1424.64,4.12,29.15
2104,20230221,3,17,20,4,1320.52,4.74,24.54
2105,20230221,4,24,79,1,424.0,2.02,18.47
2106,20230221,7,26,186,4,909.28,2.51,25.71
2107,20230221,1,3,86,6,2421.96,2.84,10.59
2108,20230221,6,20,179,9,3571.65,4.81,7.11
2109,20230221,6,7,177,8,97.44,2.47,29.34
2110,20230221,2,3,200,6,2421.96,2.47,4.22
2111,20230221,5,17,154,7,2310.91,3.26,4.68
2112,20230221,5,17,47,6,1980.78,2.57,1.93
2113,20230221,2,1,102,4,106.08,4.43,29.4
2114,20230221,7,11,154,1,394.13,1.75,6.97
2115,20230221,5,25,9,7,1223.67,1.84,16.57
2116,20230221,3,9,91,9,3010.32,1.15,24.55
2117,20230221,9,15,170,7,2849.56,4.05,7.15
2118,20230221,9,9,176,6,2006.88,4.31,13.04
2119,20230221,1,20,98,1,396.85,1.02,25.75
2120,20230221,3,12,164,3,647.43,4.69,8.46
2121,20230221,5,11,43,8,3153.04,4.16,15.01
2122,20230221,4,15,60,7,2849.56,2.45,16.43
2123,20230221,2,26,187,2,454.64,3.55,13.12
2124,20230221,4,19,151,4,363.8,3.45,8.59
2125,20230221,10,7,75,7,85.26,2.03,8.58
2126,20230221,7,16,147,8,450.48,4.81,22.15
2127,20230221,9,16,97,8,450.48,1.12,15.65
2128,20230221,3,7,148,1,12.18,1.17,0.18
2129,20230221,7,14,121,2,176.64,3.9,14.17
2130,20230221,9,4,184,9,3850.65,1.6,0.58
2131,20230221,6,20,185,6,2381.1,4.01,24.03
2132,20230221,2,11,167,9,3547.17,1.11,1.26
2133,20230221,3,10,113,2,166.72,3.92,4.81
2134,20230221,5,7,194,3,36.54,1.26,8.9
2135,20230221,7,28,27,8,2802.08,3.67,28.65
2136,20230221,10,18,170,2,622.02,3.44,15.4
2137,20230221,7,4,180,1,427.85,1.35,18.82
2138,20230221,2,27,69,2,226.92,3.09,0.92
2139,20230221,2,6,35,9,1378.26,1.14,28.1
2140,20230221,2,10,151,2,166.72,4.87,23.36
2141,20230221,8,3,105,9,3632.94,2.95,12.38
2142,20230221,2,19,20,2,181.9,3.98,24.1
2143,20230221,6,30,31,3,1092.54,3.62,22.3
2144,20230221,4,29,129,6,1304.4,2.52,26.84
2145,20230221,8,23,70,3,849.24,2.13,18.82
2146,20230221,2,28,38,3,1050.78,3.63,9.88
2147,20230221,4,10,65,5,416.8,1.19,20.51
2148,20230221,4,11,64,2,788.26,1.64,21.32
2149,20230221,1,29,49,8,1739.2,1.14,15.32
2150,20230221,4,26,160,1,227.32,2.15,8.0
2151,20230221,4,9,112,5,1672.4,3.47,29.18
2152,20230221,5,23,178,2,566.16,4.39,29.95
2153,20230221,8,14,46,6,529.92,3.54,19.7
2154,20230221,6,5,71,1,474.88,2.77,15.88
2155,20230221,6,3,138,2,807.32,2.55,27.53
2156,20230221,5,18,29,7,2177.07,2.81,28.49
2157,20230221,6,9,82,2,668.96,3.04,2.31
2158,20230221,8,20,141,7,2777.95,3.45,19.71
2159,20230221,9,24,73,3,1272.0,2.17,19.06
2160,20230222,4,24,72,9,3816.0,4.79,5.54
2161,20230222,7,9,46,9,3010.32,1.06,2.79
2162,20230222,8,24,59,3,1272.0,2.35,15.02
2163,20230222,3,16,23,9,506.79,2.07,3.52
2164,20230222,10,12,1,1,215.81,4.37,9.45
2165,20230222,3,30,169,4,1456.72,1.25,15.09
2166,20230222,8,23,1,6,1698.48,4.77,1.8
2167,20230222,5,7,53,8,97.44,1.54,23.35
2168,20230222,1,25,172,9,1573.29,2.82,9.57
2169,20230222,3,28,168,2,700.52,1.16,16.14
2170,20230222,9,28,26,6,2101.56,2.68,16.12
2171,20230222,5,30,76,2,728.36,3.47,2.89
2172,20230222,10,14,179,7,618.24,3.43,11.8
2173,20230222,6,5,59,3,1424.64,2.87,29.12
2174,20230222,3,19,64,1,90.95,4.71,4.87
2175,20230222,5,1,103,1,26.52,2.22,29.04
2176,20230222,9,21,43,7,1278.62,3.8,16.74
2177,20230222,7,29,183,8,1739.2,2.36,24.76
2178,20230222,5,11,29,3,1182.39,1.94,12.74
2179,20230222,9,26,38,8,1818.56,4.1,13.61
2180,20230222,6,4,191,7,2994.95,2.28,9.91
2181,20230222,9,20,134,7,2777.95,2.48,26.79
2182,20230222,3,14,131,1,88.32,4.11,29.65
2183,20230222,9,14,132,1,88.32,2.91,12.47
2184,20230222,10,15,41,8,3256.64,3.13,0.52
2185,20230222,8,5,126,1,474.88,4.31,16.57
2186,20230222,9,10,13,4,333.44,3.14,5.41
2187,20230222,1,16,35,8,450.48,3.16,28.39
2188,20230222,2,29,138,4,869.6,4.62,0.14
2189,20230222,2,3,194,3,1210.98,3.92,22.48
2190,20230222,3,27,149,9,1021.14,1.43,0.48
2191,20230222,1,17,107,1,330.13,2.04,27.08
2192,20230222,2,15,180,2,814.16,1.0,15.0
2193,20230222,3,4,129,2,855.7,4.31,5.9
2194,20230223,5,2,61,1,274.89,4.53,15.47
2195,20230223,6,6,8,2,306.28,1.78,10.99
2196,20230223,4,5,18,6,2849.28,3.58,3.38
2197,20230223,4,16,56,8,450.48,4.53,27.73
2198,20230223,3,22,28,6,848.04,3.85,11.66
2199,20230223,9,2,99,9,2474.01,1.54,13.86
2200,20230223,9,29,122,4,869.6,1.47,19.78
2201,20230223,1,11,164,9,3547.17,3.31,26.28
2202,20230223,2,22,45,7,989.38,3.65,10.95
2203,20230223,8,1,167,4,106.08,4.95,26.16
2204,20230223,10,10,62,4,333.44,1.54,12.13
2205,20230223,10,10,150,7,583.52,3.4,1.94
2206,20230223,6,24,165,6,2544.0,2.84,13.37
2207,20230223,5,10,46,8,666.88,2.5,19.86
2208,20230223,4,29,146,8,1739.2,2.46,5.28
2209,20230223,8,21,161,6,1095.96,4.31,2.28
2210,20230223,5,15,80,9,3663.72,3.31,0.9
2211,20230223,1,18,188,3,933.03,2.95,2.71
2212,20230223,9,18,101,4,1244.04,4.53,14.97
2213,20230223,9,6,83,8,1225.12,3.89,17.64
2214,20230223,9,18,78,2,622.02,3.9,13.75
2215,20230224,9,7,178,7,85.26,3.95,23.64
2216,20230224,9,3,88,4,1614.64,4.28,12.55
2217,20230224,4,7,151,1,12.18,3.99,6.95
2218,20230224,5,18,172,5,1555.05,4.73,24.98
2219,20230224,6,27,132,3,340.38,4.44,29.2
2220,20230224,2,14,99,8,706.56,3.16,19.48
2221,20230224,5,8,32,4,80.96,2.53,20.61
2222,20230224,5,30,61,2,728.36,2.89,28.56
2223,20230224,4,9,38,9,3010.32,3.46,0.36
2224,20230224,6,7,168,5,60.9,3.5,28.7
2225,20230224,5,17,123,3,990.39,1.39,22.61
2226,20230224,10,5,106,9,4273.92,3.56,4.93
2227,20230224,5,26,135,9,2045.88,4.96,1.24
2228,20230224,4,23,109,6,1698.48,3.89,19.18
2229,20230224,10,9,179,6,2006.88,4.87,3.95
2230,20230224,1,18,77,7,2177.07,2.48,26.43
2231,20230224,9,10,140,6,500.16,4.34,15.49
2232,20230224,8,7,50,2,24.36,4.61,18.28
2233,20230224,4,2,186,3,824.67,3.51,2.92
2234,20230224,9,5,193,5,2374.4,4.91,9.44
2235,20230224,2,9,106,4,1337.92,4.12,10.08
2236,20230224,1,13,133,9,1317.6,4.81,27.59
2237,20230224,4,26,88,5,1136.6,1.62,17.58
2238,20230224,3,15,118,4,1628.32,2.02,20.67
2239,20230224,3,18,167,2,622.02,4.79,15.32
2240,20230224,1,11,38,2,788.26,2.17,10.92
2241,20230224,2,21,43,3,547.98,4.89,12.81
2242,20230224,1,4,131,3,1283.55,2.87,2.85
2243,20230224,4,3,145,6,2421.96,3.45,21.46
2244,20230224,1,21,94,3,547.98,3.76,28.7
2245,20230224,4,9,86,2,668.96,4.52,7.93
2246,20230224,4,18,32,9,2799.09,3.48,18.54
2247,20230224,2,10,9,3,250.08,2.5,18.59
2248,20230224,8,25,142,5,874.05,2.97,16.86
2249,20230224,3,30,90,7,2549.26,4.1,16.42
2250,20230224,1,7,86,8,97.44,2.22,4.41
2251,20230224,4,17,197,2,660.26,3.3,3.28
2252,20230224,4,27,175,2,226.92,2.17,12.69
2253,20230224,2,7,122,3,36.54,1.69,22.81
2254,20230224,3,14,88,3,264.96,1.72,29.34
2255,20230224,3,20,89,2,793.7,1.39,20.25
2256,20230224,1,14,32,1,88.32,1.21,8.22
2257,20230224,10,15,136,1,407.08,3.99,21.46
2258,20230224,6,5,142,7,3324.16,3.53,16.62
2259,20230224,1,10,98,4,333.44,3.24,26.32
2260,20230224,7,20,100,2,793.7,1.9,1.38
2261,20230224,2,16,53,8,450.48,2.01,22.91
2262,20230224,3,27,118,3,340.38,3.33,1.08
2263,20230224,3,27,181,5,567.3,4.94,20.57
2264,20230224,6,7,158,2,24.36,3.27,29.74
2265,20230224,8,2,14,6,1649.34,2.97,25.75
2266,20230224,9,3,49,1,403.66,4.19,27.84
2267,20230224,7,2,160,7,1924.23,3.45,10.22
2268,20230224,7,1,34,5,132.6,1.2,20.21
2269,20230224,10,15,87,8,3256.64,3.71,28.4
2270,20230224,10,9,36,6,2006.88,3.13,29.01
2271,20230224,7,17,84,7,2310.91,2.31,19.81
2272,20230224,6,20,60,5,1984.25,4.33,17.59
2273,20230225,3,12,109,7,1510.67,2.92,14.41
2274,20230225,8,3,39,5,2018.3,1.5,3.77
2275,20230225,6,11,68,3,1182.39,2.4,22.47
2276,20230225,4,23,89,3,849.24,2.77,3.85
2277,20230225,6,9,178,9,3010.32,2.14,26.22
2278,20230225,9,27,125,4,453.84,2.51,1.03
2279,20230225,3,13,50,5,732.0,2.31,9.31
2280,20230225,10,14,59,8,706.56,1.66,12.51
2281,20230225,8,8,89,6,121.44,1.57,9.56
2282,20230225,8,6,169,1,153.14,4.27,6.08
2283,20230225,5,4,147,5,2139.25,1.05,6.72
2284,20230225,9,14,81,4,353.28,1.1,21.42
2285,20230225,6,7,130,5,60.9,3.48,7.38
2286,20230225,9,13,111,9,1317.6,4.94,29.02
2287,20230225,5,28,94,4,1401.04,3.71,6.15
2288,20230225,3,15,41,3,1221.24,3.07,1.53
2289,20230225,1,16,136,9,506.79,2.26,20.28
2290,20230225,3,5,44,5,2374.4,1.07,13.73
2291,20230225,1,23,64,9,2547.72,4.63,23.0
2292,20230225,8,18,139,1,311.01,2.34,28.55
2293,20230225,2,20,30,6,2381.1,4.59,10.49
2294,20230225,6,7,84,3,36.54,4.31,20.96
2295,20230225,10,26,107,4,909.28,2.31,16.54
2296,20230225,4,27,198,7,794.22,4.54,10.72
2297,20230225,6,24,193,7,2968.0,3.73,20.52
2298,20230225,8,26,121,7,1591.24,2.93,21.4
2299,20230225,10,28,68,8,2802.08,1.89,9.16
2300,20230225,4,17,169,8,2641.04,1.9,3.98
2301,20230225,4,6,196,8,1225.12,1.01,10.51
2302,20230225,6,19,32,6,545.7,4.57,13.71
2303,20230225,4,29,17,4,869.6,4.48,28.75
2304,20230225,10,7,192,5,60.9,2.78,5.95
2305,20230225,6,15,10,4,1628.32,3.7,27.03
2306,20230225,7,13,22,2,292.8,2.48,1.56
2307,20230225,8,23,109,9,2547.72,1.2,8.68
2308,20230225,7,8,175,9,182.16,1.77,10.93
2309,20230225,7,6,2,3,459.42,4.9,16.79
2310,20230225,6,6,5,7,1071.98,1.47,16.67
2311,20230225,3,27,15,8,907.68,3.83,25.73
2312,20230225,6,7,55,9,109.62,2.41,23.36
2313,20230225,2,5,170,1,474.88,4.45,21.45
2314,20230225,2,13,90,5,732.0,4.19,18.15
2315,20230225,1,17,38,4,1320.52,2.45,26.41
2316,20230225,7,11,144,1,394.13,3.86,27.15
2317,20230225,5,19,67,2,181.9,3.76,28.28
2318,20230225,7,8,101,2,40.48,2.2,6.29
2319,20230225,1,2,102,8,2199.12,2.51,22.15
2320,20230226,2,11,71,7,2758.91,1.91,4.74
2321,20230226,9,25,95,1,174.81,1.7,19.55
2322,20230226,9,2,16,4,1099.56,3.54,13.61
2323,20230226,7,4,118,7,2994.95,3.78,28.22
2324,20230226,4,18,68,6,1866.06,2.43,7.48
2325,20230226,10,22,172,5,706.7,1.31,19.82
2326,20230226,10,18,90,4,1244.04,2.85,27.69
2327,20230226,3,5,160,1,474.88,1.09,22.06
2328,20230226,5,14,128,2,176.64,1.94,10.59
2329,20230226,3,14,141,8,706.56,2.61,20.4
2330,20230226,7,4,161,4,1711.4,1.97,4.96
2331,20230226,10,29,6,2,434.8,4.38,2.53
2332,20230226,2,10,174,4,333.44,2.81,17.57
2333,20230226,6,5,57,7,3324.16,2.28,18.37
2334,20230226,7,24,90,5,2120.0,4.23,5.6
2335,20230226,2,13,56,1,146.4,2.47,8.58
2336,20230226,9,20,71,5,1984.25,1.02,17.48
2337,20230226,3,17,14,3,990.39,4.28,10.14
2338,20230226,2,26,161,2,454.64,2.86,8.68
2339,20230226,4,16,128,7,394.17,1.2,0.49
2340,20230226,10,5,83,3,1424.64,1.05,20.7
2341,20230226,10,12,199,6,1294.86,4.75,27.22
2342,20230226,5,29,198,9,1956.6,4.36,8.13
2343,20230226,5,6,170,8,1225.12,2.92,29.78
2344,20230226,4,25,160,2,349.62,3.95,24.25
2345,20230227,5,21,44,3,547.98,1.68,16.15
2346,20230227,7,10,98,1,83.36,2.31,15.35
2347,20230227,7,19,188,6,545.7,2.53,6.67
2348,20230227,3,6,164,7,1071.98,4.56,7.76
2349,20230227,5,2,143,5,1374.45,2.9,26.49
2350,20230227,8,20,33,1,396.85,1.42,18.29
2351,20230227,8,8,54,5,101.2,2.31,26.26
2352,20230227,2,18,153,8,2488.08,3.58,10.13
2353,20230227,2,6,27,2,306.28,2.28,18.19
2354,20230227,10,14,159,9,794.88,1.59,1.21
2355,20230227,6,26,183,8,1818.56,4.39,16.87
2356,20230227,2,19,110,5,454.75,4.84,27.1
2357,20230227,7,2,175,7,1924.23,1.77,0.24
2358,20230227,6,15,188,9,3663.72,3.88,6.51
2359,20230227,7,25,189,2,349.62,4.99,19.52
2360,20230227,3,29,18,7,1521.8,1.45,12.46
2361,20230227,8,23,11,2,566.16,1.59,19.77
2362,20230227,7,15,162,6,2442.48,2.01,18.97
2363,20230227,5,15,65,5,2035.4,4.52,18.0
2364,20230227,1,22,68,1,141.34,3.83,11.63
2365,20230227,9,15,163,1,407.08,1.65,14.08
2366,20230227,9,19,131,2,181.9,4.1,0.43
2367,20230227,6,19,169,6,545.7,3.27,9.15
2368,20230227,3,24,168,9,3816.0,3.47,11.18
2369,20230227,7,21,104,9,1643.94,4.26,27.41
2370,20230228,4,23,140,6,1698.48,3.62,16.69
2371,20230228,6,11,123,9,3547.17,2.51,20.81
2372,20230228,9,22,11,3,424.02,3.4,27.9
2373,20230228,6,12,132,8,1726.48,3.2,5.39
2374,20230228,4,12,9,4,863.24,2.9,16.27
2375,20230228,3,17,106,5,1650.65,1.06,14.93
2376,20230228,3,22,139,9,1272.06,2.2,2.97
2377,20230228,3,18,131,9,2799.09,1.44,4.35
2378,20230228,10,6,28,6,918.84,2.02,12.14
2379,20230228,10,25,112,8,1398.48,2.91,5.63
2380,20230228,4,26,141,9,2045.88,4.36,22.53
2381,20230228,5,1,132,5,132.6,1.2,3.7
2382,20230228,9,14,15,4,353.28,1.57,21.39
2383,20230228,5,6,14,5,765.7,1.98,21.11
2384,20230228,9,12,163,7,1510.67,4.62,8.45
2385,20230228,5,18,61,4,1244.04,1.32,21.17
2386,20230228,1,27,177,6,680.76,1.67,26.44
2387,20230228,1,1,159,2,53.04,2.36,14.03
2388,20230228,4,2,27,2,549.78,4.39,19.19
2389,20230228,9,19,101,8,727.6,4.33,27.11
2390,20230228,2,27,22,1,113.46,3.38,2.94
2391,20230228,7,25,36,1,174.81,3.16,7.61
2392,20230228,3,18,122,1,311.01,1.24,22.11
2393,20230228,3,17,22,7,2310.91,1.76,2.07
2394,20230228,1,26,23,2,454.64,4.4,21.34
2395,20230228,7,3,132,7,2825.62,2.98,18.2
2396,20230228,1,29,96,7,1521.8,3.08,10.8
2397,20230228,6,25,50,3,524.43,2.57,21.03
2398,20230228,10,23,116,4,1132.32,4.0,14.9
2399,20230228,9,6,101,6,918.84,2.86,5.21
2400,20230228,5,26,100,8,1818.56,2.21,6.1
2401,20230228,9,23,107,3,849.24,2.84,22.69
2402,20230228,2,23,148,3,849.24,1.61,24.99
2403,20230228,6,19,119,3,272.85,4.97,22.64
2404,20230228,8,10,31,8,666.88,2.22,1.27
2405,20230228,5,14,3,1,88.32,3.64,6.36
2406,20230228,4,15,107,1,407.08,2.32,28.75
2407,20230228,6,6,43,9,1378.26,2.04,18.49
2408,20230228,6,26,107,4,909.28,3.69,7.61
2409,20230228,2,8,187,5,101.2,1.15,6.82
2410,20230228,6,12,113,3,647.43,4.06,7.56
2411,20230228,6,4,52,2,855.7,4.25,5.87
2412,20230228,1,17,167,3,990.39,4.59,11.37
2413,20230228,7,29,161,9,1956.6,2.04,16.68
2414,20230228,3,26,65,1,227.32,4.23,17.76
2415,20230228,10,2,131,2,549.78,4.89,19.83
2416,20230228,7,19,75,5,454.75,1.19,22.76
2417,20230228,4,19,117,8,727.6,4.36,7.1
2418,20230228,4,20,49,7,2777.95,3.94,0.21
2419,20230228,9,12,3,2,431.62,3.4,10.91
2420,20230301,7,28,84,4,1401.04,1.97,14.31
2421,20230301,2,13,63,6,878.4,4.91,4.53
2422,20230301,7,5,85,7,3324.16,3.88,12.46
2423,20230301,1,2,11,8,2199.12,1.08,5.12
2424,20230301,3,19,102,3,272.85,1.53,20.47
2425,20230301,8,24,12,8,3392.0,1.55,15.28
2426,20230301,1,9,76,1,334.48,4.19,11.85
2427,20230301,9,11,72,1,394.13,1.78,15.43
2428,20230301,9,6,59,1,153.14,2.25,3.33
2429,20230301,7,12,93,9,1942.29,2.67,3.12
2430,20230301,10,10,62,2,166.72,3.79,4.98
2431,20230301,4,3,118,3,1210.98,4.11,10.54
2432,20230301,8,16,190,7,394.17,3.1,6.4
2433,20230301,2,1,25,1,26.52,3.75,11.24
2434,20230301,9,13,29,8,1171.2,1.74,23.67
2435,20230301,5,2,123,1,274.89,4.74,8.41
2436,20230301,7,17,89,2,660.26,2.36,20.57
2437,20230301,1,20,158,5,1984.25,3.32,3.5
2438,20230301,6,17,18,2,660.26,3.27,5.31
2439,20230301,3,19,191,9,818.55,2.81,23.87
2440,20230301,10,5,84,5,2374.4,3.24,16.29
2441,20230301,8,19,53,5,454.75,4.06,29.51
2442,20230301,3,4,148,9,3850.65,1.61,9.96
2443,20230301,9,1,102,5,132.6,4.1,28.72
2444,20230301,7,25,73,1,174.81,2.68,8.69
2445,20230301,3,30,162,7,2549.26,1.37,9.97
2446,20230301,5,15,167,8,3256.64,1.87,16.31
2447,20230301,8,20,46,8,3174.8,1.4,8.05
2448,20230301,10,9,90,4,1337.92,1.53,26.79
2449,20230301,6,14,67,5,441.6,2.76,27.34
2450,20230301,8,29,92,3,652.2,2.0,28.29
2451,20230301,9,24,19,1,424.0,4.12,8.73
2452,20230301,2,1,37,1,26.52,1.16,7.69
2453,20230301,9,16,164,5,281.55,2.02,20.57
2454,20230302,6,19,13,2,181.9,2.67,18.03
2455,20230302,10,7,61,7,85.26,3.19,5.38
2456,20230302,6,10,141,4,333.44,2.58,21.14
2457,20230302,6,1,185,4,106.08,4.81,5.62
2458,20230302,2,15,15,6,2442.48,3.52,0.45
